Solution x:
x[379908] = 38.9781
x[379909] = 38.8529
x[379910] = 38.6827
x[379911] = 38.521
x[379912] = 38.3713
x[379913] = 38.1597
x[379914] = 37.8923
x[379915] = 37.6338
x[379916] = 37.3802
x[379917] = 37.0493
x[379918] = 36.6378
x[379919] = 36.3066
x[379920] = 37.0334
x[379921] = 37.2917
x[379922] = 37.5633
x[379923] = 37.7831
x[379924] = 37.9456
x[379925] = 38.0853
x[379926] = 38.1883
x[379927] = 38.3227
x[379928] = 38.4921
x[379929] = 38.6495
x[379930] = 38.7967
x[379931] = 38.9472
x[379932] = 39.0929
x[379933] = 39.2317
x[379934] = 39.3719
x[379935] = 39.4428
x[379936] = 39.4547
x[379937] = 39.3992
x[379938] = 39.2678
x[379939] = 39.1397
x[379940] = 39.0183
x[379941] = 38.8403
x[379942] = 38.5994
x[379943] = 38.3734
x[379944] = 38.1542
x[379945] = 37.9066
x[379946] = 37.6352
x[379947] = 37.3194
x[379948] = 36.9625
x[379949] = 36.6532
x[379950] = 37.2213
x[379951] = 37.4811
x[379952] = 37.7569
x[379953] = 37.9885
x[379954] = 38.1694
x[379955] = 38.3233
x[379956] = 38.4352
x[379957] = 38.5785
x[379958] = 38.7575
x[379959] = 38.9164
x[379960] = 39.0592
x[379961] = 39.2161
x[379962] = 39.3808
x[379963] = 39.5283
x[379964] = 39.6682
x[379965] = 39.7362
x[379966] = 39.7435
x[379967] = 39.6762
x[379968] = 39.5246
x[379969] = 39.3891
x[379970] = 39.2713
x[379971] = 39.0825
x[379972] = 38.8162
x[379973] = 38.5832
x[379974] = 38.3746
x[379975] = 38.1344
x[379976] = 37.8676
x[379977] = 37.5663
x[379978] = 37.2348
x[379979] = 36.9417
x[379980] = 37.3649
x[379981] = 37.6168
x[379982] = 37.8592
x[379983] = 38.1051
x[379984] = 38.3523
x[379985] = 38.5328
x[379986] = 38.6498
x[379987] = 38.7972
x[379988] = 38.9696
x[379989] = 39.1271
x[379990] = 39.2712
x[379991] = 39.4418
x[379992] = 39.6526
x[379993] = 39.8021
x[379994] = 39.8995
x[379995] = 39.9555
x[379996] = 39.9728
x[379997] = 39.9013
x[379998] = 39.7348
x[379999] = 39.5892
x[380000] = 39.4555
x[380001] = 39.2615
x[380002] = 39.0011
x[380003] = 38.7685
x[380004] = 38.5546
x[380005] = 38.318
x[380006] = 38.0654
x[380007] = 37.7776
x[380008] = 37.4632
x[380009] = 37.1822
x[380010] = 37.5052
x[380011] = 37.7581
x[380012] = 38.0005
x[380013] = 38.2594
x[380014] = 38.5319
x[380015] = 38.7344
x[380016] = 38.8691
x[380017] = 39.0245
x[380018] = 39.1949
x[380019] = 39.3496
x[380020] = 39.4917
x[380021] = 39.6639
x[380022] = 39.8808
x[380023] = 40.0262
x[380024] = 40.1084
x[380025] = 40.1513
x[380026] = 40.1561
x[380027] = 40.0847
x[380028] = 39.9291
x[380029] = 39.7808
x[380030] = 39.6309
x[380031] = 39.4369
x[380032] = 39.1938
x[380033] = 38.9695
x[380034] = 38.7559
x[380035] = 38.5181
x[380036] = 38.2638
x[380037] = 37.9843
x[380038] = 37.6878
x[380039] = 37.4172
x[380040] = 37.6447
x[380041] = 37.9061
x[380042] = 38.1671
x[380043] = 38.4384
x[380044] = 38.7115
x[380045] = 38.9337
x[380046] = 39.1043
x[380047] = 39.2718
x[380048] = 39.4349
x[380049] = 39.5836
x[380050] = 39.7174
x[380051] = 39.8788
x[380052] = 40.0773
x[380053] = 40.2132
x[380054] = 40.2937
x[380055] = 40.3221
x[380056] = 40.2795
x[380057] = 40.2144
x[380058] = 40.1209
x[380059] = 39.977
x[380060] = 39.7804
x[380061] = 39.59
x[380062] = 39.4032
x[380063] = 39.1949
x[380064] = 38.9814
x[380065] = 38.7352
x[380066] = 38.4525
x[380067] = 38.1773
x[380068] = 37.9167
x[380069] = 37.6574
x[380070] = 37.7106
x[380071] = 37.9807
x[380072] = 38.2585
x[380073] = 38.5468
x[380074] = 38.8382
x[380075] = 39.0807
x[380076] = 39.2732
x[380077] = 39.4532
x[380078] = 39.6189
x[380079] = 39.7617
x[380080] = 39.8803
x[380081] = 40.0235
x[380082] = 40.198
x[380083] = 40.3201
x[380084] = 40.3957
x[380085] = 40.4276
x[380086] = 40.397
x[380087] = 40.3427
x[380088] = 40.2592
x[380089] = 40.1205
x[380090] = 39.9258
x[380091] = 39.7406
x[380092] = 39.5623
x[380093] = 39.3543
x[380094] = 39.133
x[380095] = 38.8823
x[380096] = 38.6001
x[380097] = 38.3263
x[380098] = 38.0679
x[380099] = 37.811
x[380100] = 37.695
x[380101] = 37.9734
x[380102] = 38.2746
x[380103] = 38.584
x[380104] = 38.9107
x[380105] = 39.1756
x[380106] = 39.3878
x[380107] = 39.5812
x[380108] = 39.7583
x[380109] = 39.8952
x[380110] = 39.9847
x[380111] = 40.1034
x[380112] = 40.2314
x[380113] = 40.3355
x[380114] = 40.4031
x[380115] = 40.4573
x[380116] = 40.5083
x[380117] = 40.47
x[380118] = 40.3483
x[380119] = 40.2142
x[380120] = 40.0633
x[380121] = 39.8854
x[380122] = 39.6795
x[380123] = 39.4562
x[380124] = 39.207
x[380125] = 38.954
x[380126] = 38.7054
x[380127] = 38.4302
x[380128] = 38.1407
x[380129] = 37.8779
x[380130] = 37.6899
x[380131] = 37.9746
x[380132] = 38.2878
x[380133] = 38.6068
x[380134] = 38.9412
x[380135] = 39.2204
x[380136] = 39.4552
x[380137] = 39.6593
x[380138] = 39.8346
x[380139] = 39.9715
x[380140] = 40.0617
x[380141] = 40.1748
x[380142] = 40.2902
x[380143] = 40.3898
x[380144] = 40.4626
x[380145] = 40.5302
x[380146] = 40.6053
x[380147] = 40.5772
x[380148] = 40.4541
x[380149] = 40.3271
x[380150] = 40.1929
x[380151] = 40.023
x[380152] = 39.8147
x[380153] = 39.5843
x[380154] = 39.3205
x[380155] = 39.0572
x[380156] = 38.8013
x[380157] = 38.5169
x[380158] = 38.216
x[380159] = 37.9495
x[380160] = 37.6842
x[380161] = 37.9759
x[380162] = 38.2983
x[380163] = 38.6152
x[380164] = 38.9206
x[380165] = 39.2058
x[380166] = 39.4867
x[380167] = 39.6996
x[380168] = 39.8454
x[380169] = 39.9886
x[380170] = 40.1165
x[380171] = 40.2431
x[380172] = 40.3638
x[380173] = 40.4699
x[380174] = 40.5636
x[380175] = 40.6345
x[380176] = 40.7023
x[380177] = 40.6772
x[380178] = 40.5686
x[380179] = 40.4505
x[380180] = 40.325
x[380181] = 40.1657
x[380182] = 39.9741
x[380183] = 39.7464
x[380184] = 39.4688
x[380185] = 39.1877
x[380186] = 38.8888
x[380187] = 38.5866
x[380188] = 38.2837
x[380189] = 38.0144
x[380190] = 37.671
x[380191] = 37.9747
x[380192] = 38.3171
x[380193] = 38.6351
x[380194] = 38.921
x[380195] = 39.198
x[380196] = 39.4818
x[380197] = 39.7028
x[380198] = 39.8624
x[380199] = 40.0223
x[380200] = 40.1724
x[380201] = 40.3161
x[380202] = 40.4514
x[380203] = 40.5625
x[380204] = 40.6523
x[380205] = 40.7098
x[380206] = 40.7544
x[380207] = 40.7237
x[380208] = 40.6269
x[380209] = 40.5144
x[380210] = 40.3875
x[380211] = 40.2374
x[380212] = 40.0661
x[380213] = 39.8535
x[380214] = 39.5861
x[380215] = 39.2998
x[380216] = 38.9789
x[380217] = 38.6595
x[380218] = 38.3429
x[380219] = 38.0668
x[380220] = 37.6401
x[380221] = 37.9634
x[380222] = 38.3644
x[380223] = 38.6883
x[380224] = 38.9302
x[380225] = 39.1841
x[380226] = 39.433
x[380227] = 39.6616
x[380228] = 39.8814
x[380229] = 40.0672
x[380230] = 40.2355
x[380231] = 40.3987
x[380232] = 40.5656
x[380233] = 40.6798
x[380234] = 40.7413
x[380235] = 40.7678
x[380236] = 40.7447
x[380237] = 40.6997
x[380238] = 40.6361
x[380239] = 40.5269
x[380240] = 40.3705
x[380241] = 40.2279
x[380242] = 40.0978
x[380243] = 39.9134
x[380244] = 39.6914
x[380245] = 39.4133
x[380246] = 39.0689
x[380247] = 38.7324
x[380248] = 38.3864
x[380249] = 38.0997
x[380250] = 37.6108
x[380251] = 37.9404
x[380252] = 38.3504
x[380253] = 38.6814
x[380254] = 38.9285
x[380255] = 39.1753
x[380256] = 39.405
x[380257] = 39.6307
x[380258] = 39.8638
x[380259] = 40.0595
x[380260] = 40.2339
x[380261] = 40.4092
x[380262] = 40.594
x[380263] = 40.7123
x[380264] = 40.7644
x[380265] = 40.7741
x[380266] = 40.7284
x[380267] = 40.6654
x[380268] = 40.5887
x[380269] = 40.4834
x[380270] = 40.345
x[380271] = 40.2118
x[380272] = 40.0818
x[380273] = 39.9103
x[380274] = 39.716
x[380275] = 39.4545
x[380276] = 39.1185
x[380277] = 38.7831
x[380278] = 38.4328
x[380279] = 38.1413
x[380280] = 37.5814
x[380281] = 37.9041
x[380282] = 38.2777
x[380283] = 38.6181
x[380284] = 38.9296
x[380285] = 39.1845
x[380286] = 39.3808
x[380287] = 39.5927
x[380288] = 39.8127
x[380289] = 40.0031
x[380290] = 40.1618
x[380291] = 40.3426
x[380292] = 40.5519
x[380293] = 40.6759
x[380294] = 40.7311
x[380295] = 40.736
x[380296] = 40.7011
x[380297] = 40.6153
x[380298] = 40.4663
x[380299] = 40.3688
x[380300] = 40.3192
x[380301] = 40.1976
x[380302] = 40.0046
x[380303] = 39.8288
x[380304] = 39.6723
x[380305] = 39.4342
x[380306] = 39.1386
x[380307] = 38.82
x[380308] = 38.4865
x[380309] = 38.197
x[380310] = 37.5294
x[380311] = 37.8478
x[380312] = 38.2085
x[380313] = 38.5516
x[380314] = 38.8825
x[380315] = 39.1459
x[380316] = 39.3414
x[380317] = 39.5469
x[380318] = 39.7557
x[380319] = 39.943
x[380320] = 40.1049
x[380321] = 40.2872
x[380322] = 40.4939
x[380323] = 40.6094
x[380324] = 40.6498
x[380325] = 40.6386
x[380326] = 40.588
x[380327] = 40.4893
x[380328] = 40.332
x[380329] = 40.2456
x[380330] = 40.2251
x[380331] = 40.1152
x[380332] = 39.9157
x[380333] = 39.7346
x[380334] = 39.5741
x[380335] = 39.3366
x[380336] = 39.046
x[380337] = 38.7381
x[380338] = 38.4221
x[380339] = 38.14
x[380340] = 37.4652
x[380341] = 37.7805
x[380342] = 38.1259
x[380343] = 38.4644
x[380344] = 38.7979
x[380345] = 39.07
x[380346] = 39.2944
x[380347] = 39.4987
x[380348] = 39.6846
x[380349] = 39.873
x[380350] = 40.0649
x[380351] = 40.2472
x[380352] = 40.4256
x[380353] = 40.5189
x[380354] = 40.5212
x[380355] = 40.4807
x[380356] = 40.3846
x[380357] = 40.2806
x[380358] = 40.164
x[380359] = 40.0944
x[380360] = 40.0805
x[380361] = 39.9839
x[380362] = 39.8138
x[380363] = 39.6252
x[380364] = 39.4155
x[380365] = 39.1555
x[380366] = 38.8334
x[380367] = 38.5297
x[380368] = 38.2505
x[380369] = 37.9817
x[380370] = 37.3999
x[380371] = 37.7156
x[380372] = 38.0553
x[380373] = 38.3847
x[380374] = 38.7061
x[380375] = 38.9739
x[380376] = 39.1982
x[380377] = 39.3986
x[380378] = 39.5764
x[380379] = 39.7646
x[380380] = 39.9649
x[380381] = 40.1437
x[380382] = 40.3062
x[380383] = 40.3847
x[380384] = 40.3717
x[380385] = 40.3124
x[380386] = 40.1929
x[380387] = 40.0849
x[380388] = 39.9835
x[380389] = 39.9238
x[380390] = 39.9146
x[380391] = 39.8244
x[380392] = 39.6637
x[380393] = 39.4699
x[380394] = 39.2405
x[380395] = 38.9693
x[380396] = 38.6422
x[380397] = 38.3397
x[380398] = 38.0644
x[380399] = 37.7997
x[380400] = 37.3461
x[380401] = 37.6632
x[380402] = 38.0027
x[380403] = 38.3172
x[380404] = 38.6004
x[380405] = 38.8537
x[380406] = 39.0573
x[380407] = 39.2511
x[380408] = 39.4233
x[380409] = 39.61
x[380410] = 39.8176
x[380411] = 39.9908
x[380412] = 40.1352
x[380413] = 40.2069
x[380414] = 40.2044
x[380415] = 40.1365
x[380416] = 39.9905
x[380417] = 39.8801
x[380418] = 39.7941
x[380419] = 39.7381
x[380420] = 39.7252
x[380421] = 39.6339
x[380422] = 39.4813
x[380423] = 39.2837
x[380424] = 39.0399
x[380425] = 38.7696
x[380426] = 38.464
x[380427] = 38.1626
x[380428] = 37.8604
x[380429] = 37.5906
x[380430] = 37.2119
x[380431] = 37.522
x[380432] = 37.8415
x[380433] = 38.1434
x[380434] = 38.4224
x[380435] = 38.6801
x[380436] = 38.8945
x[380437] = 39.0912
x[380438] = 39.2566
x[380439] = 39.4361
x[380440] = 39.6361
x[380441] = 39.801
x[380442] = 39.9376
x[380443] = 40.0047
x[380444] = 40.0022
x[380445] = 39.9343
x[380446] = 39.7886
x[380447] = 39.6837
x[380448] = 39.6075
x[380449] = 39.5451
x[380450] = 39.5094
x[380451] = 39.4032
x[380452] = 39.2426
x[380453] = 39.0413
x[380454] = 38.7982
x[380455] = 38.5358
x[380456] = 38.2469
x[380457] = 37.9537
x[380458] = 37.6525
x[380459] = 37.3821
x[380460] = 37.0159
x[380461] = 37.3079
x[380462] = 37.5659
x[380463] = 37.8547
x[380464] = 38.1634
x[380465] = 38.4474
x[380466] = 38.7183
x[380467] = 38.93
x[380468] = 39.0774
x[380469] = 39.2435
x[380470] = 39.421
x[380471] = 39.5737
x[380472] = 39.7097
x[380473] = 39.7732
x[380474] = 39.7651
x[380475] = 39.706
x[380476] = 39.5824
x[380477] = 39.4922
x[380478] = 39.4416
x[380479] = 39.363
x[380480] = 39.26
x[380481] = 39.1243
x[380482] = 38.942
x[380483] = 38.7372
x[380484] = 38.5074
x[380485] = 38.2589
x[380486] = 38.0001
x[380487] = 37.7223
x[380488] = 37.4438
x[380489] = 37.1773
x[380490] = 36.7446
x[380491] = 37.0283
x[380492] = 37.2702
x[380493] = 37.5505
x[380494] = 37.861
x[380495] = 38.1606
x[380496] = 38.4629
x[380497] = 38.6935
x[380498] = 38.8468
x[380499] = 39.0056
x[380500] = 39.1621
x[380501] = 39.297
x[380502] = 39.4176
x[380503] = 39.4775
x[380504] = 39.4784
x[380505] = 39.4382
x[380506] = 39.3441
x[380507] = 39.2613
x[380508] = 39.1958
x[380509] = 39.0992
x[380510] = 38.9753
x[380511] = 38.8243
x[380512] = 38.6315
x[380513] = 38.4249
x[380514] = 38.2014
x[380515] = 37.958
x[380516] = 37.7028
x[380517] = 37.4261
x[380518] = 37.1468
x[380519] = 36.8795
x[380520] = 36.404
x[380521] = 36.6889
x[380522] = 36.9444
x[380523] = 37.2173
x[380524] = 37.4975
x[380525] = 37.8024
x[380526] = 38.1405
x[380527] = 38.3958
x[380528] = 38.5793
x[380529] = 38.7369
x[380530] = 38.8554
x[380531] = 38.9659
x[380532] = 39.0466
x[380533] = 39.1015
x[380534] = 39.1293
x[380535] = 39.1197
x[380536] = 39.0972
x[380537] = 39.015
x[380538] = 38.8739
x[380539] = 38.7562
x[380540] = 38.6485
x[380541] = 38.4962
x[380542] = 38.2999
x[380543] = 38.0937
x[380544] = 37.8797
x[380545] = 37.6337
x[380546] = 37.3562
x[380547] = 37.066
x[380548] = 36.7606
x[380549] = 36.4863
x[380550] = 36.0602
x[380551] = 36.348
x[380552] = 36.6074
x[380553] = 36.8757
x[380554] = 37.1435
x[380555] = 37.4478
x[380556] = 37.7969
x[380557] = 38.0677
x[380558] = 38.2704
x[380559] = 38.4379
x[380560] = 38.5589
x[380561] = 38.6663
x[380562] = 38.7392
x[380563] = 38.7907
x[380564] = 38.8199
x[380565] = 38.8169
x[380566] = 38.8042
x[380567] = 38.721
x[380568] = 38.5659
x[380569] = 38.4399
x[380570] = 38.3308
x[380571] = 38.1763
x[380572] = 37.9779
x[380573] = 37.7695
x[380574] = 37.553
x[380575] = 37.304
x[380576] = 37.0222
x[380577] = 36.7245
x[380578] = 36.4072
x[380579] = 36.1255
x[380580] = 35.712
x[380581] = 36.0053
x[380582] = 36.2686
x[380583] = 36.5338
x[380584] = 36.7863
x[380585] = 37.0843
x[380586] = 37.4267
x[380587] = 37.7054
x[380588] = 37.9302
x[380589] = 38.1181
x[380590] = 38.2797
x[380591] = 38.4038
x[380592] = 38.4916
x[380593] = 38.5406
x[380594] = 38.5452
x[380595] = 38.5273
x[380596] = 38.4771
x[380597] = 38.3932
x[380598] = 38.2658
x[380599] = 38.1426
x[380600] = 38.0224
x[380601] = 37.8647
x[380602] = 37.6657
x[380603] = 37.4526
x[380604] = 37.2218
x[380605] = 36.9706
x[380606] = 36.7042
x[380607] = 36.4056
x[380608] = 36.0813
x[380609] = 35.7907
x[380610] = 35.2913
x[380611] = 35.5932
x[380612] = 35.8656
x[380613] = 36.1335
x[380614] = 36.3826
x[380615] = 36.6769
x[380616] = 37.016
x[380617] = 37.2961
x[380618] = 37.5264
x[380619] = 37.724
x[380620] = 37.9011
x[380621] = 38.0405
x[380622] = 38.1459
x[380623] = 38.1975
x[380624] = 38.1909
x[380625] = 38.1678
x[380626] = 38.1178
x[380627] = 38.0416
x[380628] = 37.9286
x[380629] = 37.8084
x[380630] = 37.6819
x[380631] = 37.5248
x[380632] = 37.3335
x[380633] = 37.1189
x[380634] = 36.8763
x[380635] = 36.6178
x[380636] = 36.3485
x[380637] = 36.046
x[380638] = 35.7164
x[380639] = 35.4158
x[380640] = 34.8035
x[380641] = 35.1186
x[380642] = 35.4115
x[380643] = 35.688
x[380644] = 35.9386
x[380645] = 36.2308
x[380646] = 36.5658
x[380647] = 36.8408
x[380648] = 37.0602
x[380649] = 37.256
x[380650] = 37.4301
x[380651] = 37.5829
x[380652] = 37.7267
x[380653] = 37.7847
x[380654] = 37.7598
x[380655] = 37.7408
x[380656] = 37.7262
x[380657] = 37.6678
x[380658] = 37.5742
x[380659] = 37.4559
x[380660] = 37.3108
x[380661] = 37.1584
x[380662] = 37.0001
x[380663] = 36.7877
x[380664] = 36.5205
x[380665] = 36.2491
x[380666] = 35.964
x[380667] = 35.6558
x[380668] = 35.3277
x[380669] = 35.0163
x[380670] = 34.3559
x[380671] = 34.6854
x[380672] = 34.9924
x[380673] = 35.2773
x[380674] = 35.5312
x[380675] = 35.8214
x[380676] = 36.1507
x[380677] = 36.4198
x[380678] = 36.6333
x[380679] = 36.8259
x[380680] = 36.9983
x[380681] = 37.1548
x[380682] = 37.308
x[380683] = 37.3695
x[380684] = 37.3434
x[380685] = 37.3287
x[380686] = 37.3258
x[380687] = 37.2767
x[380688] = 37.1915
x[380689] = 37.076
x[380690] = 36.9288
x[380691] = 36.7796
x[380692] = 36.6306
x[380693] = 36.4205
x[380694] = 36.1483
x[380695] = 35.8721
x[380696] = 35.5812
x[380697] = 35.2683
x[380698] = 34.9346
x[380699] = 34.6104
x[380700] = 35.876
x[380701] = 36.1114
x[380702] = 36.3192
x[380703] = 36.4997
x[380704] = 36.6355
x[380705] = 36.7523
x[380706] = 36.8359
x[380707] = 36.9601
x[380708] = 37.1286
x[380709] = 37.2755
x[380710] = 37.4072
x[380711] = 37.5611
x[380712] = 37.7504
x[380713] = 37.8794
x[380714] = 37.9667
x[380715] = 38.0186
x[380716] = 38.0394
x[380717] = 37.9895
x[380718] = 37.8582
x[380719] = 37.7479
x[380720] = 37.6574
x[380721] = 37.5247
x[380722] = 37.3603
x[380723] = 37.1597
x[380724] = 36.923
x[380725] = 36.6552
x[380726] = 36.3537
x[380727] = 36.0099
x[380728] = 35.625
x[380729] = 35.2812
x[380730] = 36.2044
x[380731] = 36.4371
x[380732] = 36.6462
x[380733] = 36.8316
x[380734] = 36.976
x[380735] = 37.0968
x[380736] = 37.1809
x[380737] = 37.3032
x[380738] = 37.4667
x[380739] = 37.6172
x[380740] = 37.7598
x[380741] = 37.9166
x[380742] = 38.0991
x[380743] = 38.2279
x[380744] = 38.3188
x[380745] = 38.3751
x[380746] = 38.4006
x[380747] = 38.3565
x[380748] = 38.2341
x[380749] = 38.12
x[380750] = 38.0137
x[380751] = 37.8763
x[380752] = 37.7181
x[380753] = 37.5163
x[380754] = 37.2717
x[380755] = 37.0042
x[380756] = 36.7112
x[380757] = 36.3687
x[380758] = 35.9781
x[380759] = 35.6411
x[380760] = 36.5367
x[380761] = 36.7705
x[380762] = 36.9867
x[380763] = 37.1847
x[380764] = 37.3596
x[380765] = 37.4904
x[380766] = 37.5769
x[380767] = 37.6932
x[380768] = 37.8236
x[380769] = 37.9763
x[380770] = 38.1541
x[380771] = 38.3087
x[380772] = 38.4433
x[380773] = 38.5634
x[380774] = 38.6573
x[380775] = 38.718
x[380776] = 38.748
x[380777] = 38.7153
x[380778] = 38.6375
x[380779] = 38.5169
x[380780] = 38.3478
x[380781] = 38.1995
x[380782] = 38.0773
x[380783] = 37.8737
x[380784] = 37.5965
x[380785] = 37.3317
x[380786] = 37.076
x[380787] = 36.7359
x[380788] = 36.3059
x[380789] = 35.9706
x[380790] = 36.8245
x[380791] = 37.0642
x[380792] = 37.2956
x[380793] = 37.5046
x[380794] = 37.6861
x[380795] = 37.8229
x[380796] = 37.9143
x[380797] = 38.0347
x[380798] = 38.1683
x[380799] = 38.3232
x[380800] = 38.5017
x[380801] = 38.6542
x[380802] = 38.7826
x[380803] = 38.9059
x[380804] = 39.0116
x[380805] = 39.0771
x[380806] = 39.1048
x[380807] = 39.0685
x[380808] = 38.9862
x[380809] = 38.8606
x[380810] = 38.6855
x[380811] = 38.524
x[380812] = 38.3809
x[380813] = 38.1693
x[380814] = 37.8969
x[380815] = 37.6385
x[380816] = 37.3902
x[380817] = 37.0593
x[380818] = 36.6403
x[380819] = 36.3169
x[380820] = 37.0499
x[380821] = 37.3004
x[380822] = 37.5738
x[380823] = 37.7932
x[380824] = 37.9522
x[380825] = 38.0912
x[380826] = 38.1902
x[380827] = 38.3245
x[380828] = 38.4973
x[380829] = 38.6549
x[380830] = 38.8006
x[380831] = 38.951
x[380832] = 39.0967
x[380833] = 39.236
x[380834] = 39.3816
x[380835] = 39.453
x[380836] = 39.4651
x[380837] = 39.4091
x[380838] = 39.2725
x[380839] = 39.1443
x[380840] = 39.0278
x[380841] = 38.8496
x[380842] = 38.6021
x[380843] = 38.3759
x[380844] = 38.1598
x[380845] = 37.9125
x[380846] = 37.6416
x[380847] = 37.3259
x[380848] = 36.9681
x[380849] = 36.6669
x[380850] = 37.2374
x[380851] = 37.4893
x[380852] = 37.7668
x[380853] = 37.9981
x[380854] = 38.1757
x[380855] = 38.329
x[380856] = 38.4368
x[380857] = 38.5801
x[380858] = 38.7626
x[380859] = 38.9217
x[380860] = 39.0626
x[380861] = 39.2195
x[380862] = 39.3848
x[380863] = 39.5329
x[380864] = 39.678
x[380865] = 39.7466
x[380866] = 39.7541
x[380867] = 39.6863
x[380868] = 39.5289
x[380869] = 39.3933
x[380870] = 39.2809
x[380871] = 39.092
x[380872] = 38.8182
x[380873] = 38.5849
x[380874] = 38.3799
x[380875] = 38.14
x[380876] = 37.8735
x[380877] = 37.5724
x[380878] = 37.2405
x[380879] = 36.9552
x[380880] = 37.3789
x[380881] = 37.6225
x[380882] = 37.86
x[380883] = 38.1058
x[380884] = 38.3579
x[380885] = 38.5382
x[380886] = 38.6497
x[380887] = 38.7967
x[380888] = 38.9711
x[380889] = 39.1286
x[380890] = 39.2709
x[380891] = 39.4419
x[380892] = 39.66
x[380893] = 39.8101
x[380894] = 39.9062
x[380895] = 39.9624
x[380896] = 39.9832
x[380897] = 39.9113
x[380898] = 39.7373
x[380899] = 39.5913
x[380900] = 39.4614
x[380901] = 39.2672
x[380902] = 39.0009
x[380903] = 38.7681
x[380904] = 38.5562
x[380905] = 38.32
x[380906] = 38.0692
x[380907] = 37.7817
x[380908] = 37.4669
x[380909] = 37.1937
x[380910] = 37.5195
x[380911] = 37.7639
x[380912] = 38.001
x[380913] = 38.2598
x[380914] = 38.5376
x[380915] = 38.7401
x[380916] = 38.8693
x[380917] = 39.0243
x[380918] = 39.1964
x[380919] = 39.3511
x[380920] = 39.4914
x[380921] = 39.6641
x[380922] = 39.8886
x[380923] = 40.0346
x[380924] = 40.1152
x[380925] = 40.1581
x[380926] = 40.166
x[380927] = 40.0942
x[380928] = 39.9317
x[380929] = 39.7831
x[380930] = 39.6363
x[380931] = 39.4421
x[380932] = 39.1938
x[380933] = 38.9693
x[380934] = 38.7577
x[380935] = 38.5201
x[380936] = 38.2674
x[380937] = 37.9883
x[380938] = 37.6918
x[380939] = 37.429
x[380940] = 37.663
x[380941] = 37.9159
x[380942] = 38.1732
x[380943] = 38.4442
x[380944] = 38.7194
x[380945] = 38.9416
x[380946] = 39.11
x[380947] = 39.2773
x[380948] = 39.4405
x[380949] = 39.589
x[380950] = 39.7209
x[380951] = 39.8827
x[380952] = 40.0871
x[380953] = 40.2236
x[380954] = 40.304
x[380955] = 40.332
x[380956] = 40.2843
x[380957] = 40.219
x[380958] = 40.1284
x[380959] = 39.9843
x[380960] = 39.7826
x[380961] = 39.592
x[380962] = 39.4083
x[380963] = 39.2004
x[380964] = 38.9889
x[380965] = 38.7426
x[380966] = 38.4566
x[380967] = 38.1817
x[380968] = 37.926
x[380969] = 37.675
x[380970] = 37.7288
x[380971] = 37.9903
x[380972] = 38.2647
x[380973] = 38.5527
x[380974] = 38.8463
x[380975] = 39.0889
x[380976] = 39.2795
x[380977] = 39.4592
x[380978] = 39.6251
x[380979] = 39.7676
x[380980] = 39.884
x[380981] = 40.0274
x[380982] = 40.2073
x[380983] = 40.3299
x[380984] = 40.4053
x[380985] = 40.437
x[380986] = 40.4015
x[380987] = 40.3471
x[380988] = 40.2666
x[380989] = 40.1277
x[380990] = 39.9278
x[380991] = 39.7425
x[380992] = 39.5675
x[380993] = 39.36
x[380994] = 39.1403
x[380995] = 38.8895
x[380996] = 38.6041
x[380997] = 38.3306
x[380998] = 38.0772
x[380999] = 37.8285
x[381000] = 37.7073
x[381001] = 37.9773
x[381002] = 38.2768
x[381003] = 38.5863
x[381004] = 38.9185
x[381005] = 39.1837
x[381006] = 39.3941
x[381007] = 39.5875
x[381008] = 39.7662
x[381009] = 39.9028
x[381010] = 39.9867
x[381011] = 40.105
x[381012] = 40.2334
x[381013] = 40.3375
x[381014] = 40.4033
x[381015] = 40.458
x[381016] = 40.5157
x[381017] = 40.4775
x[381018] = 40.3507
x[381019] = 40.2162
x[381020] = 40.0667
x[381021] = 39.8888
x[381022] = 39.6813
x[381023] = 39.4579
x[381024] = 39.2069
x[381025] = 38.9541
x[381026] = 38.7088
x[381027] = 38.4341
x[381028] = 38.1446
x[381029] = 37.8893
x[381030] = 37.7014
x[381031] = 37.9779
x[381032] = 38.2895
x[381033] = 38.6088
x[381034] = 38.9484
x[381035] = 39.2281
x[381036] = 39.4616
x[381037] = 39.6656
x[381038] = 39.8422
x[381039] = 39.9787
x[381040] = 40.0635
x[381041] = 40.1761
x[381042] = 40.2915
x[381043] = 40.391
x[381044] = 40.4623
x[381045] = 40.5304
x[381046] = 40.613
x[381047] = 40.5851
x[381048] = 40.4565
x[381049] = 40.3291
x[381050] = 40.1968
x[381051] = 40.0269
x[381052] = 39.8168
x[381053] = 39.586
x[381054] = 39.3202
x[381055] = 39.0569
x[381056] = 38.8045
x[381057] = 38.5204
x[381058] = 38.2194
x[381059] = 37.9601
x[381060] = 37.6957
x[381061] = 37.9792
x[381062] = 38.3001
x[381063] = 38.6168
x[381064] = 38.9225
x[381065] = 39.2082
x[381066] = 39.4943
x[381067] = 39.7072
x[381068] = 39.8478
x[381069] = 39.9905
x[381070] = 40.1179
x[381071] = 40.2444
x[381072] = 40.3651
x[381073] = 40.4714
x[381074] = 40.5668
x[381075] = 40.6384
x[381076] = 40.7121
x[381077] = 40.6871
x[381078] = 40.5747
x[381079] = 40.4564
x[381080] = 40.3327
x[381081] = 40.1735
